THETA = 1.000000
NUM_BODIES = 5000
DT = 0.1
0, 10
1, 13
2, 11
3, 10
4, 11
5, 10
6, 11
7, 11
8, 11
9, 12
10, 12
11, 12
12, 12
13, 12
14, 12
15, 11
16, 11
17, 11
18, 12
19, 12
20, 12
21, 12
22, 11
23, 11
24, 12
25, 12
26, 11
27, 11
28, 11
29, 11
30, 11
31, 11
32, 11
33, 11
34, 11
35, 11
36, 11
37, 10
38, 10
39, 10
40, 10
41, 10
42, 10
43, 10
44, 10
45, 10
46, 10
47, 10
48, 10
49, 10
50, 10
51, 10
52, 10
53, 10
54, 10
55, 10
56, 10
57, 10
58, 10
59, 10
60, 10
61, 10
62, 10
63, 10
64, 10
65, 10
66, 10
67, 10
68, 10
69, 10
70, 10
71, 10
72, 10
73, 10
74, 10
75, 10
76, 10
77, 10
78, 10
79, 10
80, 9
81, 10
82, 12
83, 10
84, 10
85, 9
86, 10
87, 9
88, 9
89, 10
90, 10
91, 9
92, 10
93, 10
94, 9
95, 9
96, 10
97, 10
98, 10
99, 10
100, 10
101, 10
102, 10
103, 9
104, 10
105, 10
106, 10
107, 10
108, 12
109, 10
110, 10
111, 10
112, 10
113, 9
114, 10
115, 10
116, 10
117, 10
118, 10
119, 9
120, 10
121, 10
122, 9
123, 10
124, 9
125, 10
126, 10
127, 9
128, 10
129, 10
130, 9
131, 9
132, 9
133, 10
134, 10
135, 9
136, 10
137, 10
138, 9
139, 9
140, 9
141, 10
142, 9
143, 9
144, 9
145, 10
146, 9
147, 9
148, 9
149, 9
150, 10
151, 9
152, 9
153, 9
154, 9
155, 9
156, 10
157, 10
158, 9
159, 9
160, 9
161, 9
162, 9
163, 9
164, 9
165, 9
166, 9
167, 10
168, 9
169, 9
170, 10
171, 10
172, 10
173, 10
174, 9
175, 10
176, 10
177, 10
178, 10
179, 9
180, 10
181, 9
182, 9
183, 9
184, 9
185, 10
186, 9
187, 9
188, 10
189, 9
190, 9
191, 9
192, 10
193, 9
194, 9
195, 9
196, 9
197, 9
198, 9
199, 9
200, 9
201, 9
202, 9
203, 9
204, 9
205, 9
206, 9
207, 9
208, 9
209, 9
210, 9
211, 9
212, 9
213, 9
214, 9
215, 9
216, 9
217, 9
218, 9
219, 9
220, 9
221, 9
222, 9
223, 9
224, 9
225, 9
226, 9
227, 9
228, 9
229, 9
230, 9
231, 9
232, 9
233, 9
234, 9
235, 9
236, 9
237, 9
238, 9
239, 10
240, 9
241, 10
242, 9
243, 9
244, 9
245, 9
246, 9
247, 9
248, 9
249, 10
250, 9
251, 9
252, 9
253, 9
254, 9
255, 9
256, 9
257, 9
258, 9
259, 9
260, 9
261, 9
262, 10
263, 9
264, 10
265, 9
266, 9
267, 9
268, 9
269, 9
270, 9
271, 9
272, 9
273, 9
274, 9
275, 9
276, 9
277, 9
278, 9
279, 9
280, 9
281, 9
282, 9
283, 9
284, 9
285, 9
286, 9
287, 9
288, 9
289, 9
290, 9
291, 9
292, 9
293, 9
294, 9
295, 9
296, 9
297, 9
298, 9
299, 9
300, 9
301, 9
302, 9
303, 9
304, 9
305, 9
306, 9
307, 9
308, 9
309, 9
310, 9
311, 9
312, 9
313, 9
314, 9
315, 19
316, 9
317, 9
318, 9
319, 9
320, 9
321, 9
322, 9
323, 9
324, 9
325, 9
326, 9
327, 9
328, 9
